temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
17,17,3,39.17,0,0,0,0,24.8,14.8,345,1025,86.2,10,655,2.4,7,10
17,17,3,39.17,0,0,0,0,23.4,13,335,1025,51.3,10,517,1.9,5,10
23.1,23.1,2.1,25.22,0,0,0,0,23.4,6,322,1025,100,10,334,1.2,3,10
15.5,15.5,5.5,51.35,0,0,0,0,24.8,6.5,305,1025.5,86.8,10,109,0.4,1,10
14,14,7,62.72,0,0,0,0,31.7,4.5,330,1026.5,0,6.5,3,0,0,10
13.1,13.1,6.7,65.18,0,0,0,0,23.8,1.1,51,1027.5,2.5,9.2,0,0,0,10
12.5,12.5,7,69.17,0,0,0,0,23,4.5,70,1029,0,6.5,0,0,0,10
13.5,13.5,6,60.48,0,0,0,0,27,8.5,65,1030,0,8.5,0,0,0,10
14.4,14.4,3.7,48.55,0,0,0,0,25.2,2.7,60,1030.3,90,10,0,0,0,10
13.5,13.5,4,52.61,0,0,0,0,26.6,13,75,1031,100,10,0,0,0,10
13,13,1.5,45.53,0,0,0,0,29.5,16.6,80,1031,100,10,0,0,0,10
13.7,13.7,1.2,42.6,0,0,0,0,37.1,9.5,1,1031,90.2,10.2,0,0,0,10
12.5,12.5,1.5,47.05,0,0,0,0,40.7,15.7,65,1031,100,10,0,0,0,10
12,12,0,43.64,0,0,0,0,42.1,17.5,55,1031,100,10,0,0,0,10
12.1,12.1,0.9,46.43,0,0,0,0,41.8,9.8,350,1030.7,100,10,0,0,0,10
11,11,1,50.11,0,0,0,0,43.6,12.1,40,1031,99.5,10,0,0,0,10
11,11,1.5,51.95,0,0,0,0,43.6,8.5,45,1032,88.6,10,0,0,0,10
11.5,11.5,-0.2,44.31,0,0,0,0,42.1,10.5,356,1032.4,99.5,10.2,6,0,0,10
11,11,0,46.62,0,0,0,0,41,11.2,70,1033,91.6,10,87,0.3,1,10
12,12,0.5,45.25,0,0,0,0,35.3,11.2,75,1034,60,10,214,0.8,2,10
13.8,13.8,-1.1,36,0,0,0,0,31,6.7,56,1033.8,30,10.2,481,1.7,5,10
15,15,0,35.88,0,0,0,0,27.4,11.2,70,1033,4.8,10,686,2.5,7,10
15,15,-0.5,34.61,0,0,0,0,24.5,7.6,10,1030.5,33.6,10,751,2.7,8,10
16,16,-2,29.12,0,0,0,0,24.1,9,37,1029.7,30,10.4,745,2.7,7,10
16.5,16.5,-1,30.32,0,0,0,0,22,14.8,25,1028.5,74.8,10,670,2.4,7,10
17,17,-1,29.37,0,0,0,0,20.5,13.9,15,1028,19,10,528,1.9,5,10
16.9,16.9,-2,27.47,0,0,0,0,19.4,7.5,343,1027.4,99.9,10.2,341,1.2,3,10
15.5,15.5,1,37.37,0,0,0,0,19.1,8.5,25,1027.5,65.4,10,125,0.5,1,10
14,14,3,47.47,0,0,0,0,24.5,5.4,55,1028,19,10,4,0,0,10
13,13,2.1,47.8,0,0,0,0,26.3,5.8,322,1028.5,0,9.9,0,0,0,10
12,12,3.5,56.04,0,0,0,0,25.9,7.6,80,1029.5,21.6,9,0,0,0,10
11,11,2.5,55.78,0,0,0,0,25.2,8.5,80,1030.5,5,10,0,0,0,10
10.8,10.8,2.6,56.93,0,0,0,0,20.2,9.1,359,1031.4,5,10,0,0,0,10
10.5,10.5,2,55.66,0,0,0,0,19.4,10.3,70,1032,4.1,10,0,0,0,10
10,10,2.5,59.63,0,0,0,0,23.8,8.5,40,1032,5,10,0,0,0,10
11.2,11.2,0.8,48.62,0,0,0,0,28.1,5.2,73,1032,30,10.2,0,0,0,10
10,10,2,57.54,0,0,0,0,33.5,6.5,45,1032,5,10,0,0,0,10
9.5,9.5,2,59.51,0,0,0,0,38.9,4.5,20,1032,25.5,10,0,0,0,10
10.6,10.6,0.6,50.27,0,0,0,0,38.2,4.5,39,1031.7,26.8,10,0,0,0,10
9,9,2,61.54,0,0,0,0,36.7,4.7,30,1032,9.7,10,0,0,0,10
8,8,2.5,68.23,0,0,0,0,29.5,2.7,90,1032.5,0,9,0,0,0,10
9,9,2,61.46,0,0,0,0,25.6,3.6,353,1033.1,18.6,10.2,10,0,0,10
12.5,12.5,1.5,47.04,0,0,0,0,24.1,5.6,5,1034,5,10,157,0.6,2,10
14,14,0,38.29,0,0,0,0,24.5,14.8,5,1034,5,10,368,1.3,4,10
15.4,15.4,-1.9,30.54,0,0,0,0,24.1,12.1,336,1033.3,90,10,550,2,6,10
16.5,16.5,0,32.61,0,0,0,0,22.7,13,15,1031.5,5,10,680,2.4,7,10
18,18,1,31.88,0,0,0,0,35.3,13.9,15,1029.5,5,10,745,2.7,7,10
18.1,18.1,-0.6,28.39,0,0,0,0,17.3,9.4,343,1028.5,90,10.4,740,2.7,7,10
19,19,1.5,31.04,0,0,0,0,14.4,9.2,320,1027,0.5,10,664,2.4,7,10
18.5,18.5,2,33.19,0,0,0,0,14,8.5,285,1026.5,5,10,525,1.9,5,10
18.4,18.4,1,31.18,0,0,0,0,13.3,2.3,307,1026.3,93.9,16.5,337,1.2,3,10
16.5,16.5,3,40.43,0,0,0,0,10.4,8.5,300,1026,92.7,10,126,0.5,1,10
15,15,4,47.75,0,0,0,0,7.2,6.5,290,1027,0,8.5,4,0,0,10
13.5,13.5,5,56.33,0,0,0,0,5.8,0.7,50,1027.7,0,9.2,0,0,0,10
13,13,6,62.48,0,0,0,0,9,3.6,90,1028.5,0,6,0,0,0,10
13,13,6,62.48,0,0,0,0,11.2,3.6,80,1029,0,6.5,0,0,0,10
13.8,13.8,7.4,65.37,0,0,0,0,10.8,2.4,46,1029.4,78.6,8.8,0,0,0,10
14.5,14.5,4.5,51.07,0,0,0,0,9.4,8.5,45,1030,0,8.5,0,0,0,10
14.5,14.5,3,45.96,0,0,0,0,10.8,10.3,50,1030,100,10,0,0,0,10
14.8,14.8,3.6,46.93,0,0,0,0,14,3.1,41,1029.9,98.2,10.2,0,0,0,10
14,14,3,47.47,0,0,0,0,15.8,9.4,25,1029.5,60.1,10,0,0,0,10
14,14,2.5,45.81,0,0,0,0,21.2,13.9,5,1030,85.4,10,0,0,0,10
14.5,14.5,1.7,41.75,0,0,0,0,28.1,5.2,7,1029.9,100,10,0,0,0,10
14,14,-0.5,36.92,0,0,0,0,34.6,16.6,5,1030.5,100,10,0,0,0,10
14,14,0,38.29,0,0,0,0,38.5,17.5,10,1031.5,98.6,10,0,0,0,10
14.3,14.3,-0.6,36.06,0,0,0,0,41.8,12.5,336,1032.1,99.7,10.2,2,0,0,10
14.5,14.5,0,37.07,0,0,0,0,38.5,16.6,5,1033,83,10,126,0.5,1,10
15.5,15.5,0,34.76,0,0,0,0,36.7,17.5,5,1034,100,10,192,0.7,2,10
16.6,16.6,-1.4,29.43,0,0,0,0,35.3,12.8,336,1033.5,90,10,125,0.5,1,10
17.5,17.5,0.5,31.74,0,0,0,0,31.3,18.5,10,1032,100,10,199,0.7,2,10
18.5,18.5,1,30.9,0,0,0,0,28.1,19.4,360,1031,100,10,299,1.1,3,10
18.9,18.9,-0.3,27.45,0,0,0,0,22.7,10.5,39,1029.8,90,10.4,282,1,3,10
19,19,2.5,33.33,0,0,0,0,21.2,13.9,355,1029,71.1,10,309,1.1,3,10
19,19,2.5,33.34,0,0,0,0,19.1,13.9,355,1028,54.6,10,359,1.3,4,10
18.9,18.9,1.9,32.18,0,0,0,0,18.4,5.3,333,1028.1,90,10,265,1,3,10
18,18,4,39.46,0,0,0,0,15.1,6.5,330,1028,39.9,10,120,0.4,1,10
17,17,5,45.07,0,0,0,0,16.6,10.3,300,1028,0,8.5,4,0,0,10
17,17,4,42.06,0,0,0,0,12.2,3.6,301,1028.7,100,9.9,0,0,0,10
17,17,5.5,46.67,0,0,0,0,7.6,9.4,300,1029,0,9,0,0,0,10
16,16,6,51.48,0,0,0,0,7.9,6.5,310,1029,0,8.5,0,0,0,10
16.4,16.4,5.8,49.74,0,0,0,0,10.1,1.2,315,1029.6,79,9.7,0,0,0,10
16,16,7.5,57.07,0,0,0,0,16.9,3.6,310,1029.5,0,9.5,0,0,0,10
15,15,7,58.79,0,0,0,0,21.2,7.4,70,1029,93.5,10,0,0,0,10
15.9,15.9,7.2,56.27,0,0,0,0,16.2,2.6,38,1028.8,99.8,10.2,0,0,0,10
15,15,6,54.89,0,0,0,0,14.8,6.5,45,1028,100,10,0,0,0,10
15,15,7,58.79,0,0,0,0,12.2,6.5,35,1027,50.9,10,0,0,0,10
15.8,15.8,3.4,43.46,0,0,0,0,11.9,0.2,340,1027.2,99.8,10,0,0,0,10
15,15,6,54.89,0,0,0,0,10.8,7.6,35,1027,15.7,10,0,0,0,10
14.5,14.5,6,56.69,0,0,0,0,9,9.4,30,1027.5,5,10,0,0,0,10
15,15,3.1,44.82,0,0,0,0,10.4,5,48,1028,88.2,10.4,9,0,0,10
15,15,2.5,42.95,0,0,0,0,13.7,11.2,45,1029,5,10,153,0.6,2,10
16.5,16.5,1,35.05,0,0,0,0,15.8,14.8,45,1029,6.1,10,364,1.3,4,10
18.1,18.1,-2.2,25.09,0,0,0,0,17.6,6.1,45,1028.6,50,16.5,549,2,5,10
18.5,18.5,-0.5,27.72,0,0,0,0,16.9,13,20,1027.5,6.3,10,679,2.4,7,10
19,19,-1,25.9,0,0,0,0,15.8,13,25,1026,25,10,751,2.7,8,10
20.1,20.1,-3.5,20.06,0,0,0,0,13,3.6,34,1024.7,5,16.5,747,2.7,7,10
21,21,-1,22.89,0,0,0,0,10.8,8.5,70,1023.5,0,10,672,2.4,7,10
21,21,-1.5,22.06,0,0,0,0,9.4,9.4,70,1023,0,10,533,1.9,5,10
20.6,20.6,-3.7,19.29,0,0,0,0,9,3.2,90,1023,0,16.5,346,1.2,3,10
18.5,18.5,-2.5,23.93,0,0,0,0,9,11.2,115,1023,4,10,133,0.5,1,10
18.5,18.5,-2.5,23.94,0,0,0,0,8.6,6.5,125,1023.5,5,10,5,0,0,10
15.4,15.4,2.6,42.3,0,0,0,0,12.2,1.9,149,1024.5,0,16.3,0,0,0,10
16,16,2.5,40.29,0,0,0,0,25.9,6.5,140.3,1025,30,6.5,0,0,0,10
15.5,15.5,5,49.59,0,0,0,0,25.6,13.9,145,1026,0,9.5,0,0,0,10
14.6,14.6,7.6,62.79,0,0,0,0,23.4,6.2,156,1026,80,16.4,0,0,0,10
14,14,6,58.56,0,0,0,0,21.2,6.5,110,1026,0,9.5,0,0,0,10
13,13,7,66.93,0,0,0,0,16.9,5.4,30,1025,0,7.5,0,0,0,10
11.4,11.4,8,79.56,0,0,0,0,11.5,2.2,80,1025.1,70.9,9.2,0,0,0,10
11.5,11.5,7,73.86,0,0,0,0,9,4.5,80,1024,0,6.5,0,0,0,10
11.5,11.5,5.5,66.6,0,0,0,0,5.8,6.5,30,1024.5,0,7.5,0,0,0,10
10.8,10.8,7.4,79.53,0,0,0,0,5.4,4,266,1024.3,0,10,0,0,0,10
10.5,10.5,6.5,76.29,0,0,0,0,4.7,4.5,85,1024,0,7,0,0,0,10
9,9,6,81.48,0,0,0,0,4.3,3.6,90,1025,0,6,0,0,0,10
9.7,9.7,8.2,90.37,0,0,0,0,4.7,1.4,315,1025.6,0,4.8,9,0,0,10
12.5,12.5,7.5,71.57,0,0,0,0,5.4,6.5,285,1026,0,5,151,0.5,2,10
15.5,15.5,7,56.93,0,0,0,0,4.3,9.4,295,1026.5,0,7.5,362,1.3,4,10
17.3,17.3,4.7,43.25,0,0,0,0,2.9,4.7,349,1026.4,2.5,9.6,546,2,5,10
19.5,19.5,4,35.92,0,0,0,0,3.6,7.6,340,1025.5,0,10,679,2.4,7,10
20.5,20.5,4,33.77,0,0,0,0,3.6,5.6,13.9,1024,0,10,746,2.7,7,10
21.6,21.6,0.8,25.21,0,0,0,0,2.9,1.4,343,1022.8,27.6,10.4,744,2.7,7,10
22,22,4,30.8,0,0,0,0,4.7,6.5,160,1022,27.5,10,670,2.4,7,10
22,22,4.5,31.9,0,0,0,0,6.1,6.5,110,1021,27.5,10,533,1.9,5,10
21.6,21.6,2,27.52,0,0,0,0,7.6,5,152,1021.7,50,10.2,346,1.2,3,10
19.5,19.5,5.5,39.9,0,0,0,0,4.3,7.4,95,1022,50,8.5,134,0.5,1,10
18,18,6,45.35,0,0,0,0,3.6,5.4,70,1023,50,7,5,0,0,10
16.3,16.3,7.2,54.83,0,0,0,0,9.4,3.2,139,1023,27.5,8.8,0,0,0,10
16,16,8.5,61.09,0,0,0,0,17.6,2.7,320,1023.5,27.5,6,0,0,0,10
15.5,15.5,8,60.94,0,0,0,0,17.6,3.6,100,1024,70,6,0,0,0,10
15,15,10.1,72.64,0,0,0,0,15.8,1.9,105,1025,40,8.3,0,0,0,10
14.5,14.5,9,69.57,0,0,0,0,14,4.5,30,1025,27.5,5,0,0,0,10
14,14,10,76.84,0,0,0,0,11.2,2.7,154.3,1025,27.5,5,0,0,0,10
13.2,13.2,11.2,87.67,0,0,0,0,11.2,1,320,1024.5,29.8,8.4,0,0,0,10
13,13,11,87.66,0,0,0,0,6.8,3.6,330,1024,27.5,5,0,0,0,10
12,12,9.5,84.68,0,0,0,0,5,6.5,90,1024,27.5,4.5,0,0,0,10
12.1,12.1,9.8,85.69,0,0,0,0,2.9,3.5,19,1024.1,37.5,8.2,0,0,0,10
12,12,10.5,90.55,0,0,0,0,1.4,3.6,290,1024,50,5,0,0,0,10
12,12,10.5,90.53,0,0,0,0,4.3,1.8,0,1025,50,4.5,0,0,0,10
12.7,12.7,10.3,85.13,0,0,0,0,6.5,1.8,308,1025.5,24.9,3.3,8,0,0,10
13.5,13.5,11.5,87.7,0,0,0,0,7.2,5.4,290,1026,0,2.5,142,0.5,1,10
16,16,12,77.14,0,0,0,0,7.2,6.5,305,1027,0,3,349,1.3,3,10
18.3,18.3,10.3,59.72,0,0,0,0,5.8,3.9,321,1026.3,0,8.1,532,1.9,5,10
20.5,20.5,13,62.11,0,0,0,0,3.2,5.4,300,1025.5,0,5.5,665,2.4,7,10
21.5,21.5,13,58.41,0,0,0,0,2.2,3.6,323.2,1023.5,30,6.5,734,2.6,7,10
22.4,22.4,10.3,46.4,0,0,0,0,4.3,3.8,359,1022.5,37.5,9,732,2.6,7,10
23.5,23.5,13,51.73,0,0,0,0,5.4,4.5,230,1021,50,7.5,661,2.4,7,10
23.5,23.5,13,51.74,0,0,0,0,6.8,5.4,60,1020.5,27.5,9.5,526,1.9,5,10
23.4,23.4,10.5,44.12,0,0,0,0,8.3,5.3,151,1020.4,27.5,10.2,341,1.2,3,10
22,22,12.5,54.84,0,0,0,0,9,8.5,160,1020,0,7.5,133,0.5,1,10
20.5,20.5,13,62.12,0,0,0,0,11.5,6.5,125,1021,27.5,6.5,5,0,0,10
18.6,18.6,12.4,67.26,0,0,0,0,14.8,3.9,244,1021.3,27.5,8.5,0,0,0,10
18.5,18.5,13.5,72.66,0,0,0,0,24.8,7.4,65,1022,50,5,0,0,0,10
18.5,18.5,14,75.08,0,0,0,0,26.6,11.2,150,1022.5,40,7.5,0,0,0,10
17.3,17.3,13.5,78.2,0,0,0,0,26.3,5,134,1023.1,27.5,9.1,0,0,0,10
16.5,16.5,14,85.18,0,0,0,0,22.7,3.6,151.9,1023,27.5,6,0,0,0,10
15.5,15.5,14,90.78,0,0,0,0,19.1,3.6,80,1022,27.5,5,0,0,0,10
15.1,15.1,13.4,89.58,0,0,0,0,13.7,2.9,140,1022,2.5,8.2,0,0,0,10
15,15,14,93.75,0,0,0,0,10.4,2.7,30,1022,0,4,0,0,0,10
14.5,14.5,14,96.82,0,0,0,0,5.8,2.7,127,1022,12.5,4,0,0,0,10
13.9,13.9,12.5,90.93,0,0,0,0,4,1.3,83,1021.7,12.5,7.7,0,0,0,10
14,14,13,93.7,0,0,0,0,4,4.5,60,1022,0,4,0,0,0,10
14,14,13,93.7,0,0,0,0,4,5.4,275,1022,0,4.5,0,0,0,10
13.9,13.9,12.3,90.32,0,0,0,0,3.2,1.2,302,1023,0,3.7,8,0,0,10
16.5,16.5,14.5,87.97,0,0,0,0,2.9,2.7,10.6,1023.5,0,3.5,145,0.5,1,10
18.5,18.5,14.5,77.53,0,0,0,0,1.4,6.5,310,1024,0,4,352,1.3,4,10
20.3,20.3,13.7,66.15,0,0,0,0,2.2,2,332,1023.9,0,5.3,534,1.9,5,10
22.5,22.5,13.5,56.78,0,0,0,0,5,4.5,10,1023,0,9.5,665,2.4,7,10
23.5,23.5,12.5,50.07,0,0,0,0,9,4.5,130.6,1021.5,0,10,732,2.6,7,10
24,24,11.9,46.69,0,0,0,0,9.4,2.3,320,1020.7,30.9,10.4,730,2.6,7,10
25,25,14,50.46,0,0,0,0,10.8,6.5,120,1019.5,27.5,10,659,2.4,7,10
24.5,24.5,13.5,50.33,0,0,0,0,11.9,8.5,185,1019,27.5,10,525,1.9,5,10
24.2,24.2,12.2,46.96,0,0,0,0,12.6,7.2,184,1019,29.8,10.2,342,1.2,3,10
23,23,13,53.32,0,0,0,0,15.1,7.6,170,1019,27.5,8.5,134,0.5,1,10
22.5,22.5,13,54.96,0,0,0,0,25.2,7.6,160,1019.5,57.6,7.5,6,0,0,10
20.6,20.6,12.7,60.55,0,0,0,0,30.6,5.5,172,1020,57.2,8.8,0,0,0,10
20.5,20.5,14.5,68.5,0,0,0,0,30.6,7.6,65,1020.5,12.5,5.5,0,0,0,10
18,18,15,82.63,0,0,0,0,27.7,5.6,325,1021,0,5,0,0,0,10
17.8,17.8,14.5,80.87,0,0,0,0,23,1.2,159.7,1021.1,5.9,8.3,0,0,0,10
18.5,18.5,15,80.08,0,0,0,0,18.4,4.5,120,1021,0,4.5,0,0,0,10
17,17,15,88.01,0,0,0,0,15.5,3.6,154,1021,7,3,0,0,0,10
17.1,17.1,14.9,86.98,0,0,0,0,11.9,1.2,340,1020.7,71.1,7.8,0,0,0,10
16,16,15,93.79,0,0,0,0,7.6,4.5,330,1020,0,3.5,0,0,0,10
16,16,14.5,90.81,0,0,0,0,5.4,3.6,100,1020,0,3.5,0,0,0,10
16.1,16.1,14.6,90.97,0,0,0,0,3.2,1.2,100,1019.8,71.3,3.7,0,0,0,10
16,16,14.5,90.81,0,0,0,0,1.8,0.9,90,1020,30,3.5,0,0,0,10
16,16,15,93.79,0,0,0,0,3.2,3.6,290,1020,89,4.5,0,0,0,10
17.1,17.1,14.9,86.62,0.005,100,0,0,5,0.7,320,1021,73.3,3.8,3,0,0,10
18,18,16,88.1,0,0,0,0,5.4,4.7,230,1021.5,89,3,43,0.2,0,10
20.5,20.5,16,75.4,0,0,0,0,5,1.8,323.6,1022,58.9,3,94,0.3,1,10
21.5,21.5,16.7,73.92,0,0,0,0,3.2,1,360,1022.2,91.5,7.9,161,0.6,2,10
23.5,23.5,15,58.89,0,0,0,0,2.2,4.5,340.4,1021,89,5,263,0.9,3,10
24.5,24.5,15.5,57.27,0,0,0,0,3.2,3.6,11,1019.5,89,5,400,1.4,4,10
24.4,24.4,16.4,61.01,0.005,100,0,0,5,2,315,1018.5,96.1,8.5,373,1.3,4,10
24,24,16,60.93,0,0,0,0,9.4,7.6,270,1017.5,89,5.5,428,1.5,4,10
24,24,16,60.93,0,0,0,0,9.7,6.5,260,1017,89,6,348,1.3,3,10
24,24,16.8,63.93,0,0,0,0,8.3,2.8,311,1017.3,96.2,8.3,158,0.6,2,10
23.5,23.5,16,62.8,0,0,0,0,13,5.4,300,1017.5,94,4.5,43,0.2,0,10
23,23,16,64.72,0,0,0,0,14.8,4.5,240,1018,95,5,5,0,0,10
22.5,22.5,17.7,74.22,0,0,0,0,14.4,1.6,349,1018.6,96.1,8.3,0,0,0,10
22,22,17,73.29,0,0,0,0,14.8,4.5,310,1019,94,4,0,0,0,10
22,22,17,73.3,0,0,0,0,15.5,6.5,150,1019.5,100,4.5,0,0,0,10
22,22,19.2,83.99,0,0,0,0,14.8,5.5,175,1019.9,100,9.8,0,0,0,10
21.5,21.5,18,80.49,0,0,0,0,13.7,5.4,215,1019.5,100,7.5,0,0,0,10
21,21,18,82.99,0,0,0,0,14.4,6.5,330,1019,100,4.5,0,0,0,10
20.8,20.8,19.2,90.1,0.002,100,0,0,10.8,1.9,310,1019,100,8.2,0,0,0,10
20,20,18,88.27,0,0,0,0,10.8,5.4,285,1018,94,3.5,0,0,0,10
20,20,18,88.27,0,0,0,0,6.1,4.5,295,1018,95,3,0,0,0,10
20.1,20.1,18.9,92.7,0,0,0,0,5,1.6,316,1017.9,96.2,7.6,0,0,0,10
20,20,18,88.27,0,0,0,0,6.8,5.4,285,1018,100,3,0,0,0,10
20,20,18,88.27,0,0,0,0,7.2,6.5,270,1018,95,2,0,0,0,10
19.3,19.3,18.7,96.18,0.07,100,0,0,3.2,3.3,283,1018.9,96.3,6.7,1,0,0,10
20,20,18,88.27,0,0,0,0,2.9,6.5,290,1019.5,50,1,27,0.1,0,3
21,21,18,82.99,0,0,0,0,3.6,8.5,295,1020,89,2,62,0.2,1,10
20.9,20.9,18.4,85.63,0,0,0,0,3.2,4.7,341,1020.1,96.2,3.3,118,0.4,1,3
22.5,22.5,18,75.72,0,0,0,0,2.5,6.5,315,1019,89,3.5,455,1.6,5,10
23,23,18,73.46,0,0,0,0,2.5,6.5,320,1018,89,3,566,2,6,10
23,23,18,73.51,0.005,100,0,0,6.1,4.3,351,1017.1,96.1,7.8,432,1.6,4,10
23,23,18,73.46,0,0,0,0,8.3,4.5,320,1016,89,4,313,1.1,3,10
23.5,23.5,18,71.27,0,0,0,0,9,3.6,136.9,1016,89,4,281,1,3,10
23.2,23.2,18.1,72.94,0,0,0,0,10.1,6.9,139,1016.1,89.8,7.7,130,0.5,1,10
23,23,18,73.46,0,0,0,0,14,9.4,165,1016,50,2.5,27,0.1,0,10
22,22,19,83.11,0,0,0,0,19.8,10.3,145,1017,70,3.5,3,0,0,10
21.5,21.5,19.3,87.71,0.683,100,0,0,23.4,4.9,172,1017.3,90.2,7.8,0,0,0,10
22,22,19,83.11,0,0,0,0,22.7,5.4,175,1018,89,3,0,0,0,10
22,22,19,83.11,0,0,0,0,22.7,5.6,220,1018.5,70,3,0,0,0,10
21,21,19.4,90.25,0,0,0,0,20.5,4.9,158,1018.7,96.2,7.5,0,0,0,10
21,21,19,88.35,0,0,0,0,19.1,4.5,145,1018,89,3,0,0,0,10
21,21,19,88.35,0,0,0,0,20.2,6.5,130,1018,89,3.5,0,0,0,10
20.5,20.5,19.2,92.61,0.002,100,0,0,18,1.8,140,1018,96.3,4.1,0,0,0,10
21,21,19,88.35,0,0,0,0,16.9,3.6,146.8,1017,89,3.5,0,0,0,10
20,20,19,93.97,0,0,0,0,15.8,3.6,10,1017,89,2,0,0,0,10
20.1,20.1,19.6,96.84,0,0,0,0,14.4,0.9,134.6,1017,95.9,3.3,0,0,0,10
20,20,19,93.97,0,0,0,0,13.3,6.5,275,1017.5,89,2.5,0,0,0,10
20,20,19,93.97,0,0,0,0,9.7,6.5,265,1018,69,3.5,0,0,0,10
20,20,19.1,94.44,0,0,0,0,9.4,1.8,305,1018.6,78,3.3,3,0,0,10
21,21,19.5,91.14,0,0,0,0,10.1,5.4,320,1019,89,3,48,0.2,0,10
22.5,22.5,19.5,83.15,0,0,0,0,8.6,1.8,107.9,1020,94,4.5,123,0.4,1,10
23.5,23.5,19.4,77.66,0,0,0,0,7.9,3.9,133,1019.7,81.8,8.9,192,0.7,2,10
24.5,24.5,19,71.45,0,0,0,0,7.2,5.4,70,1018.5,70,9,412,1.5,4,10
25,25,18.5,67.23,0,0,0,0,7.2,4.5,116.2,1017.5,89,6,528,1.9,5,10
25.5,25.5,19,67.45,0,0,0,0,9,4.3,157,1016.7,90,8.7,612,2.2,6,10
25,25,18,65.15,0,0,0,0,10.4,6.5,195,1015.5,89,8,577,2.1,6,10
25,25,18,65.15,0,0,0,0,12.2,7.4,135,1015,88,10,425,1.5,4,10
25.3,25.3,18.6,66.49,0,0,0,0,12.6,5.7,158,1015.3,90.2,9.7,245,0.9,2,10
24.5,24.5,19,71.46,0,0,0,0,15.8,12.1,125,1015,12.5,6,83,0.3,1,10
22.5,22.5,18.5,78.15,0,0,0,0,21.2,7.4,95,1016,30,6,6,0,0,10
22.7,22.7,19.1,80.2,0.098,100,0,0,29.5,3,107,1016.2,3.6,8.5,0,0,0,10
22.5,22.5,17.5,73.37,0,0,0,0,27,10.3,135,1017,0,7.5,0,0,0,10
21,21,17,77.92,0,0,0,0,27,3.6,151.8,1017,12.5,8.5,0,0,0,10
20.3,20.3,16.9,80.79,0,0,0,0,24.5,2,143,1017.8,25,9.7,0,0,0,10
21.5,21.5,16,70.91,0,0,0,0,22,6.5,160,1017.5,0,8,0,0,0,3
21,21,16.5,75.49,0,0,0,0,21.2,3.6,154.6,1017,0,7.5,0,0,0,3
20.8,20.8,18.1,84.18,0,0,0,0,19.8,4.1,121,1017.1,71.4,9,0,0,0,3
20,20,17,82.87,0,0,0,0,18.4,6.5,65,1017,0,6,0,0,0,10
20,20,17,82.87,0,0,0,0,16.2,7.4,60,1016.5,89,5.5,0,0,0,3
20.2,20.2,17.8,85.73,0,0,0,0,15.8,1.9,76,1016.8,89.5,8.2,0,0,0,10
19.5,19.5,17,85.49,0,0,0,0,15.1,7.6,80,1017,43.9,4.5,0,0,0,3
19,19,17,88.19,0,0,0,0,13.7,4.5,70,1017.5,90,3.5,0,0,0,3
19.7,19.7,17.8,88.34,0,0,0,0,13,1.9,74,1017.9,89.5,3.6,2,0,0,10
